x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.35775721073150635,0.9819176197052002,-8.626342946627119e-07,0.259488046169281,0.9046246409416199,-0.027120133861899376,0.19500012695789337,0.7842472195625305,-0.044243376702070236,0.16425983607769012,0.6908420920372009,-0.06401702016592026,0.13713474571704865,0.6100119948387146,-0.0774453803896904,0.2664318084716797,0.6513742208480835,-0.00038665306055918336,0.21262875199317932,0.6208263039588928,-0.04889192059636116,0.21666021645069122,0.7163870334625244,-0.07643372565507889,0.2371627688407898,0.7663976550102234,-0.08803234249353409,0.3189431130886078,0.6534056067466736,-0.006957395933568478,0.26106685400009155,0.6378833055496216,-0.054511912167072296,0.2646951973438263,0.7438161969184875,-0.06309698522090912,0.2859415113925934,0.7800930738449097,-0.05923179164528847,0.3726690709590912,0.6709409952163696,-0.022705109789967537,0.3151445686817169,0.6606104969978333,-0.06526678055524826,0.31319957971572876,0.7609198093414307,-0.05173705890774727,0.3329586386680603,0.793155312538147,-0.033166997134685516,0.4271695017814636,0.7040884494781494,-0.04258163645863533,0.3761892020702362,0.6854512095451355,-0.062417276203632355,0.36537113785743713,0.752959132194519,-0.04870712384581566,0.3802967965602875,0.7780259251594543,-0.03248586133122444,fist
0.3255585730075836,0.8659955263137817,-1.0024647281170473e-06,0.2195739448070526,0.7810124158859253,-0.012634340673685074,0.16375191509723663,0.6637392044067383,-0.020714128389954567,0.14036551117897034,0.5636743903160095,-0.03519527614116669,0.11894407868385315,0.4813559949398041,-0.04447720944881439,0.22068330645561218,0.5663412809371948,0.018717892467975616,0.18277423083782196,0.5202911496162415,-0.027465540915727615,0.19538690149784088,0.6130731701850891,-0.05328480154275894,0.21816271543502808,0.6633021831512451,-0.06380403786897659,0.2754572629928589,0.5611811280250549,0.006647577974945307,0.2317080944776535,0.5162364840507507,-0.044151026755571365,0.24188971519470215,0.6296830177307129,-0.054156720638275146,0.263852059841156,0.6722464561462402,-0.04913271218538284,0.3339897692203522,0.5657673478126526,-0.013595277443528175,0.2837291359901428,0.5235283374786377,-0.061982329934835434,0.2894180715084076,0.6360273957252502,-0.048090845346450806,0.31037166714668274,0.6786152124404907,-0.026708634570240974,0.39239540696144104,0.5846260190010071,-0.03623708710074425,0.3375602960586548,0.5606384873390198,-0.0638936460018158,0.33505842089653015,0.6357847452163696,-0.05290262773633003,0.35729849338531494,0.6656351685523987,-0.03702889382839203,fist
0.3087967038154602,0.8193877935409546,-1.1389117844373686e-06,0.20516082644462585,0.7364611625671387,-0.0017395332688465714,0.1525215208530426,0.613702118396759,-0.003453511279076338,0.13697722554206848,0.5151546001434326,-0.014033966697752476,0.11963970959186554,0.43436145782470703,-0.02097705565392971,0.20592620968818665,0.5155749917030334,0.029901230707764626,0.1672169417142868,0.4628004729747772,-0.015240455977618694,0.17703428864479065,0.5597643852233887,-0.041656747460365295,0.19624030590057373,0.6179078221321106,-0.05083722248673439,0.25853675603866577,0.5136051774024963,0.013369780033826828,0.21558400988578796,0.46794551610946655,-0.032680537551641464,0.22609561681747437,0.5800458192825317,-0.042503952980041504,0.248904287815094,0.6307122111320496,-0.03684315085411072,0.3164328932762146,0.5218506455421448,-0.01076588686555624,0.2670753598213196,0.4799831807613373,-0.05513119697570801,0.273482084274292,0.5944157242774963,-0.03968027979135513,0.29493817687034607,0.6470241546630859,-0.016667013987898827,0.3779372274875641,0.5448423624038696,-0.03614894673228264,0.32214653491973877,0.5137902498245239,-0.059521112591028214,0.316545695066452,0.5960959196090698,-0.04352159425616264,0.3355574607849121,0.6354138851165771,-0.023776289075613022,fist
0.317537397146225,0.7937792539596558,-1.0820546094691963e-06,0.2178865671157837,0.7139497995376587,-0.007448906544595957,0.1621527373790741,0.5981369614601135,-0.015712527558207512,0.14576058089733124,0.49517151713371277,-0.03217477723956108,0.13290825486183167,0.4078553020954132,-0.04451126977801323,0.2114861160516739,0.5030562281608582,0.01847834885120392,0.17870256304740906,0.4351818561553955,-0.029750436544418335,0.18287479877471924,0.5280289053916931,-0.057182375341653824,0.20185551047325134,0.5941042900085449,-0.0670621246099472,0.2664409577846527,0.49963271617889404,0.0033249452244490385,0.2307037115097046,0.4368554949760437,-0.04806442931294441,0.23462504148483276,0.5467888712882996,-0.06069221347570419,0.2551172971725464,0.6048145294189453,-0.056455325335264206,0.326834499835968,0.5060361623764038,-0.01918700709939003,0.28690192103385925,0.45052391290664673,-0.0663914680480957,0.2875981628894806,0.5622608661651611,-0.052367083728313446,0.3059827983379364,0.6166067719459534,-0.03058929182589054,0.3896130621433258,0.5288172364234924,-0.043357379734516144,0.34354501962661743,0.4885250926017761,-0.06772323697805405,0.3358268737792969,0.5687203407287598,-0.052720505744218826,0.3540651798248291,0.6076856851577759,-0.0342593640089035,fist
0.3352188467979431,0.8076239824295044,-9.867554808806744e-07,0.23416148126125336,0.720948338508606,-0.020628169178962708,0.17086155712604523,0.6004021763801575,-0.03491649031639099,0.15056852996349335,0.48805785179138184,-0.05553268641233444,0.15388578176498413,0.39607518911361694,-0.06960452347993851,0.23481296002864838,0.4942169487476349,0.015971779823303223,0.20197318494319916,0.4265960454940796,-0.0380643755197525,0.20799365639686584,0.5272022485733032,-0.07036184519529343,0.22693897783756256,0.5913536548614502,-0.08421625941991806,0.29074862599372864,0.4909008741378784,0.005642192903906107,0.2564355731010437,0.41770535707473755,-0.053554728627204895,0.25925764441490173,0.5409583449363708,-0.06859180331230164,0.2765877842903137,0.598965585231781,-0.0642617866396904,0.3501966595649719,0.49685370922088623,-0.014451446011662483,0.3121005594730377,0.430136501789093,-0.06781890988349915,0.3078097403049469,0.5532132983207703,-0.054596271365880966,0.323257178068161,0.605831503868103,-0.03174266964197159,0.41010582447052,0.5224940180778503,-0.038019049912691116,0.36436963081359863,0.48478803038597107,-0.06694735586643219,0.3532314598560333,0.5681216716766357,-0.056045934557914734,0.3706047236919403,0.6061362028121948,-0.03981534391641617,fist
0.3460996150970459,0.8095300197601318,-9.442562713957159e-07,0.24540287256240845,0.7234753370285034,-0.02318236604332924,0.18258823454380035,0.6043742299079895,-0.03800909221172333,0.15947650372982025,0.4921034276485443,-0.058076463639736176,0.1553506851196289,0.4023829698562622,-0.07034320384263992,0.24426355957984924,0.4953339695930481,0.009888914413750172,0.20627199113368988,0.4321162700653076,-0.04575111344456673,0.2172241508960724,0.537386953830719,-0.07632061839103699,0.24140715599060059,0.5887740850448608,-0.0891885831952095,0.29962271451950073,0.4932944178581238,0.0005613309913314879,0.2618167996406555,0.42119380831718445,-0.06261517852544785,0.26834291219711304,0.5488989949226379,-0.07590293139219284,0.2889309227466583,0.595601499080658,-0.06932540982961655,0.3584210276603699,0.49892497062683105,-0.018556397408246994,0.3168293535709381,0.4311118721961975,-0.07569131255149841,0.31522616744041443,0.5588268041610718,-0.06053367629647255,0.3339303433895111,0.6041709184646606,-0.035196974873542786,0.41704854369163513,0.5212246775627136,-0.0411648154258728,0.3679432272911072,0.4873288571834564,-0.0722174346446991,0.3617481291294098,0.5704902410507202,-0.06107538938522339,0.3841796815395355,0.6016072034835815,-0.04374729469418526,fist
0.35223332047462463,0.8118975758552551,-9.726229563966626e-07,0.2500896155834198,0.7236221432685852,-0.02736707590520382,0.18582142889499664,0.6112317442893982,-0.047334909439086914,0.16226334869861603,0.5039129853248596,-0.0723532885313034,0.16456857323646545,0.4124193489551544,-0.08915135264396667,0.25590887665748596,0.48094287514686584,0.007677785586565733,0.22010280191898346,0.4273316562175751,-0.05133442208170891,0.22537700831890106,0.5326394438743591,-0.08387917280197144,0.24580258131027222,0.589525043964386,-0.09683878719806671,0.31113624572753906,0.48341622948646545,-0.0006377553218044341,0.2698221802711487,0.42800217866897583,-0.06705857813358307,0.27285146713256836,0.5558397173881531,-0.08258664608001709,0.2951344847679138,0.6036824584007263,-0.07656469941139221,0.37009114027023315,0.4936038553714752,-0.019424758851528168,0.3248881697654724,0.44299668073654175,-0.08022268861532211,0.32270461320877075,0.5692954063415527,-0.06723969429731369,0.3448117971420288,0.6131234169006348,-0.04195394366979599,0.42911386489868164,0.5209899544715881,-0.041866485029459,0.3798351287841797,0.4891342222690582,-0.07331636548042297,0.3708548843860626,0.576695442199707,-0.06117483228445053,0.3936440050601959,0.6110289692878723,-0.042220279574394226,fist
0.35976532101631165,0.7824714183807373,-9.979995638786932e-07,0.253967821598053,0.7238290905952454,-0.03104693442583084,0.17814569175243378,0.615842342376709,-0.049376413226127625,0.14553090929985046,0.5027485489845276,-0.07008782774209976,0.14562448859214783,0.4114685356616974,-0.08223035931587219,0.23337650299072266,0.494893878698349,-0.006780066527426243,0.1938505917787552,0.4360237717628479,-0.05933455005288124,0.21208614110946655,0.5385400652885437,-0.08056804537773132,0.23924767971038818,0.5864136219024658,-0.08690943568944931,0.2933797240257263,0.4891967475414276,-0.011918767355382442,0.2511640191078186,0.42683732509613037,-0.07280148565769196,0.27024051547050476,0.5533742904663086,-0.07848608493804932,0.29671424627304077,0.5952547788619995,-0.06734837591648102,0.35517334938049316,0.49089252948760986,-0.02642221935093403,0.3126044273376465,0.43405357003211975,-0.0870552733540535,0.32078230381011963,0.5662796497344971,-0.06696704030036926,0.34075772762298584,0.6112273931503296,-0.03748627379536629,0.4182932376861572,0.5092657208442688,-0.044114019721746445,0.36967483162879944,0.46941837668418884,-0.0797516405582428,0.3661709725856781,0.5619068145751953,-0.06582354754209518,0.3847026228904724,0.5963847041130066,-0.04563029855489731,fist
0.36478137969970703,0.7609476447105408,-1.0236765319859842e-06,0.25618892908096313,0.7164610624313354,-0.02741067297756672,0.17344151437282562,0.6111588478088379,-0.04205719009041786,0.14081913232803345,0.49686315655708313,-0.05909917876124382,0.13815337419509888,0.4014959931373596,-0.06808638572692871,0.22608555853366852,0.48674529790878296,-0.0019071284914389253,0.19054825603961945,0.42616739869117737,-0.05199331417679787,0.21058546006679535,0.5247266292572021,-0.07358170300722122,0.23614946007728577,0.5751236081123352,-0.08081838488578796,0.2852514386177063,0.474252313375473,-0.00842795055359602,0.2441689670085907,0.4098348915576935,-0.06596260517835617,0.26606285572052,0.5320155024528503,-0.07311362028121948,0.29342153668403625,0.5756933689117432,-0.06407668441534042,0.3459232449531555,0.4724758267402649,-0.023773852735757828,0.3037334978580475,0.40875351428985596,-0.0816349908709526,0.3157389461994171,0.5380682945251465,-0.06217747554183006,0.3374056816101074,0.5841789245605469,-0.034291453659534454,0.41016727685928345,0.48843249678611755,-0.041858866810798645,0.36313357949256897,0.4477781355381012,-0.07788996398448944,0.36202406883239746,0.5406073331832886,-0.06434501707553864,0.38008376955986023,0.5742979645729065,-0.04483195021748543,fist
0.36939460039138794,0.7539656162261963,-1.0035904551841668e-06,0.2604406177997589,0.7043680548667908,-0.029240773990750313,0.17672736942768097,0.6011778712272644,-0.04681146517395973,0.14051735401153564,0.488186776638031,-0.0667770653963089,0.14157532155513763,0.39286690950393677,-0.07852935045957565,0.23029294610023499,0.47561126947402954,-0.0049000694416463375,0.19389022886753082,0.41545435786247253,-0.05520330369472504,0.21284770965576172,0.5131908059120178,-0.07594621181488037,0.23782460391521454,0.5670921802520752,-0.08233093470335007,0.2891398072242737,0.46190521121025085,-0.010799577459692955,0.25029653310775757,0.39867448806762695,-0.0681522861123085,0.2710537612438202,0.5211141705513,-0.07479634135961533,0.29775696992874146,0.5652750730514526,-0.06578247994184494,0.35065293312072754,0.45969387888908386,-0.02552252821624279,0.30967146158218384,0.3988437056541443,-0.08340147882699966,0.3205500841140747,0.5289447903633118,-0.06389676034450531,0.34190651774406433,0.5763729810714722,-0.036222346127033234,0.4152384400367737,0.476360023021698,-0.043152980506420135,0.3675624132156372,0.43369820713996887,-0.0788426622748375,0.3642745018005371,0.5277317762374878,-0.06481620669364929,0.3813936710357666,0.5646308064460754,-0.04513522982597351,fist
